prompt_tokens,output_tokens,tokens_total,domain,latency_requirement_ms,quality_req_tier,quality_requirement,log_tokens_total,strict_latency,domain_penalty,label_model
7622,2292,9914,writing,3000,1,0.35,9.201804040953895,0,0.04,Claude 3.6S
132,307,439,reasoning,800,3,0.6,6.0867747269123065,0,0.08,Claude 3.6S
188,317,505,qa,200,3,0.6,6.226536669287466,1,0.03,Gemini 3
724,342,1066,writing,800,3,0.6,6.9726062513017535,0,0.04,Claude 3.6S
90,155,245,reasoning,400,4,0.725,5.5053315359323625,1,0.08,Claude 3.6S
161,128,289,chat,400,3,0.6,5.66988092298052,1,0.0,Claude 3.6S
103,228,331,writing,200,4,0.725,5.805134968916488,1,0.04,Gemini 3
7613,3000,10613,qa,1500,3,0.6,9.26992916338784,0,0.03,Claude 3.6S
738,263,1001,qa,6000,1,0.35,6.90975328164481,0,0.03,Claude 3.6S
449,261,710,code,1500,3,0.6,6.566672429803241,0,0.07,Claude 3.6S
150,232,382,chat,3000,4,0.725,5.948034989180646,0,0.0,Claude 3.6S
139,230,369,qa,1500,3,0.6,5.91350300563827,0,0.03,Claude 3.6S
60,160,220,reasoning,800,1,0.35,5.3981627015177525,0,0.08,Claude 3.6S
263,324,587,reasoning,800,1,0.35,6.376726947898627,0,0.08,Claude 3.6S
1155,469,1624,qa,6000,1,0.35,7.393263094763838,0,0.03,Claude 3.6S
1914,985,2899,chat,3000,3,0.6,7.9724660159745655,0,0.0,Claude 3.6S
221,161,382,chat,800,1,0.35,5.948034989180646,0,0.0,Claude 3.6S
1502,777,2279,code,800,3,0.6,7.731930721948486,0,0.07,Claude 3.6S
493,256,749,code,800,3,0.6,6.620073206530356,0,0.07,Claude 3.6S
242,234,476,chat,1500,1,0.35,6.167516490888341,0,0.0,Claude 3.6S
734,279,1013,writing,3000,5,0.85,6.921658184151128,0,0.04,Claude 3.6S
1422,756,2178,reasoning,800,3,0.6,7.686621334944619,0,0.08,Claude 3.6S
2114,804,2918,chat,1500,1,0.35,7.978996370854114,0,0.0,Claude 3.6S
227,153,380,writing,800,2,0.475,5.9427993751267,0,0.04,Claude 3.6S
1287,892,2179,chat,1500,3,0.6,7.687080155783135,0,0.0,Claude 3.6S
6269,2294,8563,code,400,1,0.35,9.055322649709574,1,0.07,Gemini 3
1776,1103,2879,code,800,2,0.475,7.965545573129991,0,0.07,Claude 3.6S
1165,718,1883,code,3000,4,0.725,7.5411524551363085,0,0.07,Claude 3.6S
1924,648,2572,code,400,2,0.475,7.852827812281744,1,0.07,Gemini 3
343,305,648,reasoning,1500,3,0.6,6.4754327167040895,0,0.08,Claude 3.6S
2158,491,2649,chat,400,1,0.35,7.882314918980268,1,0.0,Gemini 3
1306,404,1710,qa,400,1,0.35,7.444833273892193,1,0.03,Gemini 3
339,197,536,code,1500,3,0.6,6.285998094508864,0,0.07,Claude 3.6S
283,236,519,writing,200,2,0.475,6.253828811575473,1,0.04,Gemini 3
371,183,554,writing,800,1,0.35,6.318968113746434,0,0.04,Claude 3.6S
64,230,294,reasoning,800,3,0.6,5.686975356339819,0,0.08,Claude 3.6S
238,346,584,qa,400,2,0.475,6.371611847231856,1,0.03,Claude 3.6S
445,313,758,chat,3000,3,0.6,6.6320017773956295,0,0.0,Claude 3.6S
2116,879,2995,chat,400,1,0.35,8.00503334463711,1,0.0,Gemini 3
305,379,684,reasoning,1500,5,0.85,6.529418838262225,0,0.08,Gemini 3
632,596,1228,qa,800,2,0.475,7.113956109566034,0,0.03,Claude 3.6S
184,168,352,reasoning,1500,3,0.6,5.8664680569332965,0,0.08,Claude 3.6S
7044,3000,10044,chat,3000,2,0.475,9.214830277249035,0,0.0,Claude 3.6S
663,510,1173,qa,1500,4,0.725,7.068172000388041,0,0.03,Claude 3.6S
175,249,424,qa,200,2,0.475,6.052089168924416,1,0.03,Gemini 3
495,405,900,reasoning,200,2,0.475,6.803505257608338,1,0.08,Gemini 3
297,389,686,chat,400,1,0.35,6.532334292222349,1,0.0,Claude 3.6S
1569,1039,2608,writing,800,2,0.475,7.866722285136728,0,0.04,Claude 3.6S
2470,802,3272,reasoning,1500,4,0.725,8.09346227450118,0,0.08,Claude 3.6S
152,230,382,code,800,4,0.725,5.948034989180646,0,0.07,Claude 3.6S
741,704,1445,chat,3000,3,0.6,7.276556402718709,0,0.0,Claude 3.6S
400,270,670,chat,800,1,0.35,6.508769136971681,0,0.0,Claude 3.6S
1245,350,1595,chat,800,3,0.6,7.375255778009754,0,0.0,Claude 3.6S
876,634,1510,reasoning,1500,3,0.6,7.320526962272739,0,0.08,Claude 3.6S
272,230,502,chat,3000,2,0.475,6.220590170099739,0,0.0,Claude 3.6S
67,255,322,reasoning,3000,3,0.6,5.777652323222656,0,0.08,Claude 3.6S
832,617,1449,writing,800,3,0.6,7.27931883541462,0,0.04,Claude 3.6S
297,281,578,writing,3000,1,0.35,6.361302477572995,0,0.04,Claude 3.6S
585,379,964,code,800,3,0.6,6.872128101338986,0,0.07,Claude 3.6S
588,341,929,chat,800,1,0.35,6.835184586147301,0,0.0,Claude 3.6S
460,369,829,chat,800,4,0.725,6.721425700790643,0,0.0,Claude 3.6S
616,463,1079,qa,200,3,0.6,6.984716320118265,1,0.03,Gemini 3
76,66,142,chat,6000,3,0.6,4.962844630259907,0,0.0,Claude 3.6S
2142,449,2591,code,1500,3,0.6,7.860185057472165,0,0.07,Claude 3.6S
1488,478,1966,chat,800,4,0.725,7.584264818389059,0,0.0,Claude 3.6S
770,467,1237,code,6000,4,0.725,7.121252453244542,0,0.07,Claude 3.6S
140,128,268,qa,400,4,0.725,5.594711379601839,1,0.03,Claude 3.6S
595,464,1059,qa,800,5,0.85,6.966024187106113,0,0.03,Claude 3.6S
420,394,814,code,3000,1,0.35,6.703188113240863,0,0.07,Claude 3.6S
130,294,424,chat,1500,1,0.35,6.052089168924416,0,0.0,Claude 3.6S
513,310,823,chat,800,3,0.6,6.714170529909471,0,0.0,Claude 3.6S
216,330,546,qa,1500,3,0.6,6.304448802421981,0,0.03,Claude 3.6S
386,123,509,code,1500,2,0.475,6.234410725718371,0,0.07,Claude 3.6S
1582,1218,2800,chat,400,4,0.725,7.937731775260108,1,0.0,Gemini 3
1654,689,2343,code,200,5,0.85,7.759614150696903,1,0.07,Gemini 3
2183,1556,3739,chat,3000,2,0.475,8.226840890408578,0,0.0,Claude 3.6S
1342,606,1948,qa,1500,2,0.475,7.575071699507561,0,0.03,Claude 3.6S
9977,1881,11858,code,3000,2,0.475,9.380842351964795,0,0.07,Claude 3.6S
8096,3000,11096,code,200,3,0.6,9.314430080500564,1,0.07,Gemini 3
124,155,279,code,400,4,0.725,5.634789603169249,1,0.07,Claude 3.6S
1152,577,1729,chat,200,1,0.35,7.455876687491824,1,0.0,Gemini 3
477,311,788,writing,1500,3,0.6,6.670766320845874,0,0.04,Claude 3.6S
2198,549,2747,qa,200,2,0.475,7.91862865334224,1,0.03,Gemini 3
215,260,475,qa,800,1,0.35,6.1654178542314195,0,0.03,Claude 3.6S
1547,630,2177,chat,3000,4,0.725,7.686162303492906,0,0.0,Claude 3.6S
456,483,939,chat,1500,1,0.35,6.84587987526405,0,0.0,Claude 3.6S
431,363,794,qa,3000,1,0.35,6.678342114654332,0,0.03,Claude 3.6S
1880,1031,2911,qa,1500,5,0.85,7.976595409316577,0,0.03,Claude 3.6S
877,359,1236,reasoning,1500,4,0.725,7.1204443723924875,0,0.08,Claude 3.6S
927,679,1606,reasoning,800,1,0.35,7.382124365737512,0,0.08,Claude 3.6S
1289,645,1934,chat,1500,1,0.35,7.567862605463882,0,0.0,Claude 3.6S
35,187,222,qa,3000,5,0.85,5.407171771460119,0,0.03,Claude 3.6S
1440,576,2016,writing,1500,3,0.6,7.6093665379542115,0,0.04,Claude 3.6S
386,316,702,code,400,1,0.35,6.555356891810665,1,0.07,Claude 3.6S
77,136,213,chat,3000,5,0.85,5.365976015021851,0,0.0,Claude 3.6S
1403,921,2324,chat,400,1,0.35,7.751475318021456,1,0.0,Gemini 3
509,460,969,chat,400,3,0.6,6.877296071497428,1,0.0,Gemini 3
1228,922,2150,chat,800,4,0.725,7.67368812926773,0,0.0,Claude 3.6S
303,155,458,qa,1500,2,0.475,6.129050210060545,0,0.03,Claude 3.6S
107,214,321,reasoning,3000,3,0.6,5.7745515455444085,0,0.08,Claude 3.6S
376,263,639,code,800,3,0.6,6.461468176353717,0,0.07,Claude 3.6S
876,462,1338,code,400,3,0.6,7.199678345691172,1,0.07,Gemini 3
210,200,410,chat,1500,4,0.725,6.018593214496234,0,0.0,Claude 3.6S
146,108,254,qa,3000,1,0.35,5.541263545158426,0,0.03,Claude 3.6S
243,320,563,chat,1500,3,0.6,6.335054251498058,0,0.0,Claude 3.6S
88,203,291,chat,800,3,0.6,5.676753802268282,0,0.0,Claude 3.6S
758,596,1354,chat,3000,4,0.725,7.211556733313801,0,0.0,Claude 3.6S
377,167,544,writing,1500,5,0.85,6.300785794663244,0,0.04,Claude 3.6S
2067,1039,3106,writing,800,3,0.6,8.041412909393047,0,0.04,Claude 3.6S
475,196,671,chat,800,1,0.35,6.51025834052315,0,0.0,Claude 3.6S
399,357,756,qa,800,2,0.475,6.6293632534374485,0,0.03,Claude 3.6S
2255,1030,3285,chat,800,1,0.35,8.097426298597213,0,0.0,Claude 3.6S
412,313,725,chat,200,3,0.6,6.587550014824796,1,0.0,Gemini 3
310,292,602,reasoning,1500,3,0.6,6.401917196727185,0,0.08,Claude 3.6S
1840,1355,3195,chat,800,2,0.475,8.069655306886165,0,0.0,Claude 3.6S
258,303,561,qa,3000,4,0.725,6.331501849893691,0,0.03,Claude 3.6S
721,477,1198,chat,400,2,0.475,7.089243155027514,1,0.0,Gemini 3
107,79,186,code,1500,2,0.475,5.231108616854587,0,0.07,Claude 3.6S
3257,1864,5121,chat,800,3,0.6,8.541300266759471,0,0.0,Claude 3.6S
1121,427,1548,code,800,3,0.6,7.3453648404168685,0,0.07,Claude 3.6S
1430,674,2104,chat,800,1,0.35,7.652070746116482,0,0.0,Claude 3.6S
1865,846,2711,reasoning,400,2,0.475,7.905441649060286,1,0.08,Gemini 3
2280,1742,4022,chat,400,2,0.475,8.299783171949787,1,0.0,Gemini 3
39,188,227,reasoning,3000,4,0.725,5.42934562895444,0,0.08,Claude 3.6S
497,248,745,chat,3000,4,0.725,6.61472560020376,0,0.0,Claude 3.6S
1523,540,2063,writing,400,4,0.725,7.6324011266014535,1,0.04,Gemini 3
264,163,427,chat,1500,4,0.725,6.059123195581797,0,0.0,Claude 3.6S
131,85,216,qa,200,4,0.725,5.37989735354046,1,0.03,Gemini 3
1629,658,2287,code,800,2,0.475,7.7354333524996886,0,0.07,Claude 3.6S
1918,1262,3180,chat,3000,2,0.475,8.064950891749143,0,0.0,Claude 3.6S
7838,1630,9468,reasoning,1500,3,0.6,9.1557785839835,0,0.08,Claude 3.6S
5081,1606,6687,writing,6000,2,0.475,8.808070154764538,0,0.04,Claude 3.6S
149,146,295,chat,3000,5,0.85,5.69035945432406,0,0.0,Claude 3.6S
296,272,568,reasoning,1500,3,0.6,6.343880434126331,0,0.08,Claude 3.6S
580,223,803,writing,800,2,0.475,6.6895992691789665,0,0.04,Claude 3.6S
100,164,264,chat,1500,5,0.85,5.579729825986222,0,0.0,Claude 3.6S
1065,407,1472,reasoning,800,1,0.35,7.29505641646263,0,0.08,Claude 3.6S
1896,1032,2928,chat,200,2,0.475,7.982416346827733,1,0.0,Gemini 3
443,381,824,chat,1500,3,0.6,6.715383386334681,0,0.0,Claude 3.6S
1376,864,2240,writing,1500,4,0.725,7.7146774738009265,0,0.04,Claude 3.6S
256,372,628,chat,800,1,0.35,6.44413125670044,0,0.0,Claude 3.6S
447,348,795,qa,3000,5,0.85,6.679599185844383,0,0.03,Claude 3.6S
1327,886,2213,reasoning,800,2,0.475,7.702556113268582,0,0.08,Claude 3.6S
5826,2995,8821,writing,800,1,0.35,9.085003880664885,0,0.04,Gemini 3
458,460,918,writing,1500,2,0.475,6.823286122355687,0,0.04,Claude 3.6S
6975,3000,9975,qa,200,1,0.35,9.207937487359873,1,0.03,Gemini 3
268,287,555,chat,3000,2,0.475,6.320768294250582,0,0.0,Claude 3.6S
1540,589,2129,writing,6000,4,0.725,7.6638772587034705,0,0.04,Claude 3.6S
253,221,474,reasoning,6000,4,0.725,6.163314804034641,0,0.08,Claude 3.6S
1336,876,2212,writing,800,2,0.475,7.70210434005105,0,0.04,Claude 3.6S
8490,3000,11490,reasoning,400,3,0.6,9.349319399257633,1,0.08,Gemini 3
192,240,432,reasoning,800,4,0.725,6.07073772800249,0,0.08,Claude 3.6S
425,284,709,code,1500,1,0.35,6.5652649700353605,0,0.07,Claude 3.6S
2499,1298,3797,qa,6000,1,0.35,8.242229891372231,0,0.03,Claude 3.6S
348,284,632,reasoning,800,2,0.475,6.450470422144176,0,0.08,Claude 3.6S
174,251,425,chat,1500,1,0.35,6.05443934626937,0,0.0,Claude 3.6S
102,90,192,qa,3000,3,0.6,5.262690188904886,0,0.03,Claude 3.6S
427,367,794,reasoning,3000,4,0.725,6.678342114654332,0,0.08,Claude 3.6S
23,100,123,writing,800,4,0.725,4.820281565605037,0,0.04,Claude 3.6S
1568,953,2521,qa,3000,2,0.475,7.8328075165248645,0,0.03,Claude 3.6S
707,316,1023,writing,3000,3,0.6,6.931471805599453,0,0.04,Claude 3.6S
1923,991,2914,qa,6000,3,0.6,7.977625098784593,0,0.03,Claude 3.6S
455,462,917,reasoning,800,2,0.475,6.82219739062049,0,0.08,Claude 3.6S
2331,469,2800,code,1500,2,0.475,7.937731775260108,0,0.07,Claude 3.6S
27,230,257,writing,1500,1,0.35,5.552959584921617,0,0.04,Claude 3.6S
632,350,982,writing,400,4,0.725,6.890609120147166,1,0.04,Gemini 3
84,109,193,chat,1500,1,0.35,5.267858159063328,0,0.0,Claude 3.6S
331,193,524,writing,400,2,0.475,6.263398262591624,1,0.04,Claude 3.6S
8267,3000,11267,writing,3000,2,0.475,9.329722128996263,0,0.04,Claude 3.6S
2215,1295,3510,qa,1500,4,0.725,8.163656176168432,0,0.03,Claude 3.6S
1759,1169,2928,code,200,1,0.35,7.982416346827733,1,0.07,Gemini 3
1899,422,2321,writing,6000,2,0.475,7.7501841622578365,0,0.04,Claude 3.6S
60,136,196,writing,800,3,0.6,5.2832037287379885,0,0.04,Claude 3.6S
316,88,404,chat,1500,2,0.475,6.003887067106539,0,0.0,Claude 3.6S
2439,1417,3856,reasoning,3000,3,0.6,8.257644958208228,0,0.08,Claude 3.6S
1010,517,1527,writing,800,2,0.475,7.331714969726465,0,0.04,Claude 3.6S
50,221,271,writing,3000,1,0.35,5.605802066295997,0,0.04,Claude 3.6S
2160,1391,3551,reasoning,400,1,0.35,8.17526610411206,1,0.08,Gemini 3
959,691,1650,chat,3000,3,0.6,7.4091364439201275,0,0.0,Claude 3.6S
2251,1293,3544,qa,1500,5,0.85,8.173293438966228,0,0.03,Claude 3.6S
385,277,662,writing,800,4,0.725,6.4967749901858625,0,0.04,Claude 3.6S
8649,2978,11627,chat,200,2,0.475,9.361171261678766,1,0.0,Gemini 3
1444,1126,2570,writing,800,1,0.35,7.852050207265889,0,0.04,Claude 3.6S
1877,747,2624,chat,1500,4,0.725,7.872836175025724,0,0.0,Claude 3.6S
240,182,422,writing,800,4,0.725,6.0473721790462776,0,0.04,Claude 3.6S
703,433,1136,chat,800,3,0.6,7.036148493750535,0,0.0,Claude 3.6S
159,138,297,chat,400,3,0.6,5.697093486505405,1,0.0,Claude 3.6S
185,168,353,reasoning,800,4,0.725,5.869296913133774,0,0.08,Claude 3.6S
177,205,382,qa,3000,3,0.6,5.948034989180646,0,0.03,Claude 3.6S
712,200,912,writing,800,1,0.35,6.816735880594968,0,0.04,Claude 3.6S
43,84,127,qa,800,3,0.6,4.852030263919617,0,0.03,Claude 3.6S
277,391,668,writing,800,1,0.35,6.505784060128228,0,0.04,Claude 3.6S
152,160,312,chat,800,2,0.475,5.746203190540153,0,0.0,Claude 3.6S
810,587,1397,reasoning,3000,4,0.725,7.242797922793756,0,0.08,Claude 3.6S
106,274,380,code,1500,5,0.85,5.9427993751267,0,0.07,Claude 3.6S
417,260,677,code,6000,2,0.475,6.519147287940395,0,0.07,Claude 3.6S
325,185,510,writing,1500,2,0.475,6.236369590203704,0,0.04,Claude 3.6S
4016,2030,6046,qa,6000,1,0.35,8.707317560273212,0,0.03,Claude 3.6S
57,157,214,chat,800,2,0.475,5.3706380281276624,0,0.0,Claude 3.6S
271,206,477,code,1500,3,0.6,6.1696107324914555,0,0.07,Claude 3.6S
1247,860,2107,reasoning,800,3,0.6,7.653494909661252,0,0.08,Claude 3.6S
319,396,715,chat,1500,2,0.475,6.573680166960646,0,0.0,Claude 3.6S
539,403,942,writing,400,1,0.35,6.849066282633458,1,0.04,Claude 3.6S
344,273,617,chat,800,1,0.35,6.42648845745769,0,0.0,Claude 3.6S
336,413,749,chat,3000,2,0.475,6.620073206530356,0,0.0,Claude 3.6S
2164,1563,3727,reasoning,3000,4,0.725,8.22362717580548,0,0.08,Claude 3.6S
262,330,592,chat,6000,2,0.475,6.385194398997725,0,0.0,Claude 3.6S
417,345,762,reasoning,800,4,0.725,6.637258031284457,0,0.08,Claude 3.6S
473,178,651,qa,3000,1,0.35,6.480044561926653,0,0.03,Claude 3.6S
926,451,1377,chat,400,3,0.6,7.228388451573603,1,0.0,Gemini 3
174,123,297,qa,3000,5,0.85,5.697093486505405,0,0.03,Claude 3.6S
305,336,641,code,800,2,0.475,6.464588303689961,0,0.07,Claude 3.6S
403,348,751,chat,1500,2,0.475,6.62273632394984,0,0.0,Claude 3.6S
1762,737,2499,chat,6000,1,0.35,7.824046010856292,0,0.0,Claude 3.6S
549,225,774,writing,1500,2,0.475,6.652863029353346,0,0.04,Claude 3.6S
2001,1331,3332,qa,400,3,0.6,8.111628078307739,1,0.03,Gemini 3
106,117,223,code,1500,1,0.35,5.4116460518550396,0,0.07,Claude 3.6S
7857,3000,10857,chat,200,3,0.6,9.292657414465396,1,0.0,Gemini 3
179,83,262,writing,1500,4,0.725,5.572154032177765,0,0.04,Claude 3.6S
2007,986,2993,qa,1500,1,0.35,8.004365564979574,0,0.03,Claude 3.6S
1781,1052,2833,writing,800,2,0.475,7.949444420250625,0,0.04,Claude 3.6S
2434,1078,3512,writing,400,5,0.85,8.164225652265827,1,0.04,Gemini 3
1988,856,2844,qa,800,4,0.725,7.953318346560431,0,0.03,Claude 3.6S
316,119,435,code,1500,1,0.35,6.077642243349034,0,0.07,Claude 3.6S
1428,793,2221,reasoning,400,2,0.475,7.706162970199575,1,0.08,Gemini 3
377,401,778,chat,400,2,0.475,6.658011045870748,1,0.0,Claude 3.6S
5660,1132,6792,qa,1500,2,0.475,8.823647949191301,0,0.03,Claude 3.6S
1583,700,2283,code,1500,2,0.475,7.7336835707759,0,0.07,Claude 3.6S
49,192,241,chat,800,5,0.85,5.488937726156686,0,0.0,Claude 3.6S
4587,2166,6753,qa,1500,2,0.475,8.817890200945513,0,0.03,Claude 3.6S
987,763,1750,qa,6000,5,0.85,7.467942332285851,0,0.03,Claude 3.6S
163,204,367,chat,3000,4,0.725,5.90808293816893,0,0.0,Claude 3.6S
7625,2189,9814,writing,200,3,0.6,9.191667106710561,1,0.04,Gemini 3
7411,3000,10411,reasoning,800,3,0.6,9.250714266114455,0,0.08,Gemini 3
371,330,701,chat,400,1,0.35,6.553933404025811,1,0.0,Claude 3.6S
292,243,535,code,400,4,0.725,6.284134161070802,1,0.07,Claude 3.6S
137,222,359,chat,800,2,0.475,5.886104031450156,0,0.0,Claude 3.6S
663,307,970,chat,3000,5,0.85,6.878326468291324,0,0.0,Claude 3.6S
784,600,1384,qa,3000,4,0.725,7.233455418621439,0,0.03,Claude 3.6S
75,289,364,code,800,2,0.475,5.8998973535824915,0,0.07,Claude 3.6S
1734,579,2313,chat,6000,2,0.475,7.746732907753621,0,0.0,Claude 3.6S
1316,926,2242,chat,3000,2,0.475,7.715569534520208,0,0.0,Claude 3.6S
1662,1128,2790,chat,400,1,0.35,7.9341552335363215,1,0.0,Gemini 3
363,232,595,code,3000,2,0.475,6.390240667065349,0,0.07,Claude 3.6S
28,49,77,code,400,1,0.35,4.356708826689592,1,0.07,Claude 3.6S
412,177,589,qa,1500,4,0.725,6.380122536899765,0,0.03,Claude 3.6S
1792,515,2307,qa,3000,3,0.6,7.74413662762799,0,0.03,Claude 3.6S
95,167,262,chat,6000,1,0.35,5.572154032177765,0,0.0,Claude 3.6S
185,184,369,reasoning,400,3,0.6,5.91350300563827,1,0.08,Claude 3.6S
457,258,715,qa,800,2,0.475,6.573680166960646,0,0.03,Claude 3.6S
1209,358,1567,chat,6000,3,0.6,7.357556200910353,0,0.0,Claude 3.6S
41,196,237,chat,6000,3,0.6,5.472270673671474,0,0.0,Claude 3.6S
1147,424,1571,qa,3000,4,0.725,7.360103972989152,0,0.03,Claude 3.6S
897,439,1336,qa,200,2,0.475,7.198183577101943,1,0.03,Gemini 3
2452,1087,3539,reasoning,800,2,0.475,8.17188200612782,0,0.08,Claude 3.6S
284,339,623,chat,3000,1,0.35,6.436150368369427,0,0.0,Claude 3.6S
190,206,396,chat,3000,1,0.35,5.98393628068719,0,0.0,Claude 3.6S
2026,575,2601,chat,800,2,0.475,7.86403565907245,0,0.0,Claude 3.6S
888,475,1363,reasoning,200,3,0.6,7.218176838403407,1,0.08,Gemini 3
254,102,356,qa,1500,1,0.35,5.877735781779639,0,0.03,Claude 3.6S
284,229,513,writing,800,1,0.35,6.242223265455165,0,0.04,Claude 3.6S
342,227,569,writing,3000,2,0.475,6.345636360828595,0,0.04,Claude 3.6S
37,179,216,chat,1500,2,0.475,5.37989735354046,0,0.0,Claude 3.6S
1483,340,1823,qa,200,4,0.725,7.508787170634276,1,0.03,Gemini 3
111,135,246,qa,800,2,0.475,5.5093883366279774,0,0.03,Claude 3.6S
385,418,803,qa,6000,5,0.85,6.6895992691789665,0,0.03,Claude 3.6S
749,173,922,qa,400,2,0.475,6.827629234502852,1,0.03,Claude 3.6S
461,217,678,chat,800,2,0.475,6.520621127558696,0,0.0,Claude 3.6S
81,165,246,qa,800,3,0.6,5.5093883366279774,0,0.03,Claude 3.6S
120,146,266,chat,800,1,0.35,5.58724865840025,0,0.0,Claude 3.6S
73,124,197,qa,800,3,0.6,5.288267030694535,0,0.03,Claude 3.6S
1521,1123,2644,writing,400,3,0.6,7.8804263442924,1,0.04,Gemini 3
55,235,290,writing,400,4,0.725,5.673323267171492,1,0.04,Claude 3.6S
1481,389,1870,reasoning,400,2,0.475,7.534228326274089,1,0.08,Gemini 3
307,235,542,code,800,1,0.35,6.297109319933935,0,0.07,Claude 3.6S
176,269,445,qa,200,4,0.725,6.100318952020064,1,0.03,Gemini 3
1552,833,2385,reasoning,400,5,0.85,7.777373602657861,1,0.08,Gemini 3
305,341,646,writing,800,3,0.6,6.4723462945009,0,0.04,Claude 3.6S
875,644,1519,chat,1500,1,0.35,7.3264656138403215,0,0.0,Claude 3.6S
49,213,262,qa,3000,2,0.475,5.572154032177765,0,0.03,Claude 3.6S
4524,2762,7286,writing,1500,1,0.35,8.893847217670283,0,0.04,Claude 3.6S
2290,653,2943,chat,1500,3,0.6,7.987524479848767,0,0.0,Claude 3.6S
444,405,849,writing,800,1,0.35,6.745236349484362,0,0.04,Claude 3.6S
7742,2823,10565,chat,200,2,0.475,9.26539657772426,1,0.0,Gemini 3
737,444,1181,qa,800,3,0.6,7.074963197966043,0,0.03,Claude 3.6S
1693,629,2322,code,1500,3,0.6,7.7506147327704085,0,0.07,Claude 3.6S
1467,571,2038,code,400,2,0.475,7.620214770574455,1,0.07,Gemini 3
366,279,645,qa,3000,1,0.35,6.470799503782602,0,0.03,Claude 3.6S
287,278,565,chat,800,5,0.85,6.338594078203183,0,0.0,Claude 3.6S
499,394,893,qa,1500,3,0.6,6.795705775173514,0,0.03,Claude 3.6S
1397,778,2175,reasoning,6000,2,0.475,7.685243607975833,0,0.08,Claude 3.6S
241,181,422,chat,6000,3,0.6,6.0473721790462776,0,0.0,Claude 3.6S
2226,1147,3373,qa,1500,4,0.725,8.123854263105914,0,0.03,Claude 3.6S
2389,615,3004,chat,1500,5,0.85,8.008032846969307,0,0.0,Claude 3.6S
1822,1303,3125,chat,200,2,0.475,8.047509510981422,1,0.0,Gemini 3
2420,781,3201,qa,800,1,0.35,8.071530893556659,0,0.03,Claude 3.6S
201,369,570,chat,1500,2,0.475,6.34738920965601,0,0.0,Claude 3.6S
2291,1160,3451,code,3000,4,0.725,8.146709052203319,0,0.07,Claude 3.6S
486,296,782,qa,400,3,0.6,6.663132695990803,1,0.03,Claude 3.6S
1179,840,2019,code,3000,2,0.475,7.61085279039525,0,0.07,Claude 3.6S
97,241,338,writing,400,4,0.725,5.82600010738045,1,0.04,Claude 3.6S
301,229,530,qa,400,2,0.475,6.274762021241939,1,0.03,Claude 3.6S
2131,1296,3427,chat,1500,1,0.35,8.13973227971767,0,0.0,Claude 3.6S
340,335,675,code,3000,2,0.475,6.516193076042963,0,0.07,Claude 3.6S
1812,664,2476,writing,800,1,0.35,7.814803429489359,0,0.04,Claude 3.6S
606,544,1150,writing,800,5,0.85,7.048386408721883,0,0.04,Claude 3.6S
1104,824,1928,qa,400,2,0.475,7.564757012905729,1,0.03,Gemini 3
266,243,509,qa,400,5,0.85,6.234410725718371,1,0.03,Claude 3.6S
231,142,373,qa,800,3,0.6,5.924255797414531,0,0.03,Claude 3.6S
105,306,411,chat,400,1,0.35,6.021023349349526,1,0.0,Claude 3.6S
700,529,1229,writing,400,1,0.35,7.114769448366463,1,0.04,Gemini 3
9901,2383,12284,code,400,2,0.475,9.416134284955278,1,0.07,Gemini 3
112,183,295,chat,800,5,0.85,5.69035945432406,0,0.0,Claude 3.6S
290,372,662,qa,400,1,0.35,6.4967749901858625,1,0.03,Claude 3.6S
211,346,557,qa,800,2,0.475,6.324358962381311,0,0.03,Claude 3.6S
9746,3000,12746,code,1500,2,0.475,9.453051228782922,0,0.07,Claude 3.6S
428,239,667,qa,1500,1,0.35,6.504288173536645,0,0.03,Claude 3.6S
230,311,541,writing,800,2,0.475,6.295266001439646,0,0.04,Claude 3.6S
168,275,443,writing,1500,1,0.35,6.095824562432225,0,0.04,Claude 3.6S
59,185,244,qa,400,3,0.6,5.5012582105447265,1,0.03,Claude 3.6S
443,380,823,chat,1500,4,0.725,6.714170529909471,0,0.0,Claude 3.6S
2140,1605,3745,writing,1500,1,0.35,8.228443883004033,0,0.04,Claude 3.6S
298,347,645,writing,800,3,0.6,6.470799503782602,0,0.04,Claude 3.6S
278,291,569,writing,800,2,0.475,6.345636360828595,0,0.04,Claude 3.6S
282,250,532,writing,1500,3,0.6,6.278521424165844,0,0.04,Claude 3.6S
3997,1290,5287,qa,3000,3,0.6,8.573195381531521,0,0.03,Claude 3.6S
406,394,800,qa,3000,2,0.475,6.685860947068359,0,0.03,Claude 3.6S
55,169,224,code,800,5,0.85,5.41610040220442,0,0.07,Claude 3.6S
234,223,457,chat,800,1,0.35,6.1268691841141845,0,0.0,Claude 3.6S
120,78,198,chat,1500,4,0.725,5.293304824724492,0,0.0,Claude 3.6S
338,313,651,qa,3000,3,0.6,6.480044561926653,0,0.03,Claude 3.6S
478,126,604,code,6000,2,0.475,6.405228458030841,0,0.07,Claude 3.6S
183,235,418,code,400,1,0.35,6.037870919922137,1,0.07,Claude 3.6S
2349,1054,3403,chat,1500,2,0.475,8.132706489693264,0,0.0,Claude 3.6S
351,229,580,chat,1500,3,0.6,6.364750756851911,0,0.0,Claude 3.6S
3210,2076,5286,code,3000,2,0.475,8.57300625623545,0,0.07,Claude 3.6S
